order_id,date,region,channel,category,status,units,revenue,cost,processing_hours
OP-00265,2026-05-08,Biobío,Teléfono,Insumos,Completada,3.0,100272.0,66287.0,18.95
OP-00266,2026-02-12,Valparaíso,Ejecutivo,Insumos,Completada,6.0,314970.0,211912.0,20.06
OP-00267,2026-05-05,Maule,Ejecutivo,Insumos,Completada,4.0,198726.0,129785.0,10.72
OP-00268,2026-03-29,Valparaíso,Web,Equipamiento,Completada,5.0,599878.0,453213.0,10.5
OP-00269,2026-05-16,Valparaíso,Web,Insumos,Completada,4.0,272920.0,178268.0,9.39
OP-00270,2026-02-09,Metropolitana,Ejecutivo,Servicios,Completada,3.0,153053.0,86050.0,33.27
OP-00271,2026-01-28,Metropolitana,Marketplace,Insumos,Completada,3.0,125804.0,85513.0,11.28
OP-00272,2026-05-13,Metropolitana,Marketplace,Insumos,Cancelada,1.0,52450.0,38696.0,9.99
OP-00273,2026-03-01,Metropolitana,Web,Servicios,Completada,1.0,81444.0,47659.0,14.87
OP-00274,2026-06-18,Metropolitana,Marketplace,Insumos,Completada,4.0,142877.0,106633.0,8.32
OP-00275,2026-05-14,La Araucanía,Teléfono,Insumos,Completada,4.0,183306.0,131711.0,53.29
OP-00276,2026-03-18,Metropolitana,Marketplace,Insumos,Completada,7.0,375362.0,266637.0,20.84
OP-00277,2026-05-30,La Araucanía,Marketplace,Insumos,Completada,3.0,172984.0,126538.0,29.6
OP-00278,2026-03-28,La Araucanía,Marketplace,Servicios,Cancelada,3.0,219813.0,129183.0,39.02
OP-00279,2026-06-03,Metropolitana,Ejecutivo,Insumos,Completada,5.0,278187.0,186499.0,38.49
OP-00280,2026-07-03,Biobío,Teléfono,Servicios,Completada,1.0,107395.0,59992.0,23.89
OP-00281,2026-05-07,Metropolitana,Ejecutivo,Equipamiento,Completada,4.0,1146866.0,795073.0,11.14
OP-00282,2026-04-26,Antofagasta,Ejecutivo,Insumos,Cancelada,5.0,212456.0,137606.0,9.44
OP-00283,2026-05-02,Valparaíso,Ejecutivo,Equipamiento,Completada,2.0,309585.0,219018.0,18.95
OP-00284,2026-03-15,Metropolitana,Ejecutivo,Servicios,Completada,9.0,888840.0,485326.0,22.95
OP-00285,2026-05-01,Metropolitana,Web,Equipamiento,Completada,5.0,904800.0,649944.0,8.6
OP-00286,2026-07-19,Biobío,Ejecutivo,Insumos,Completada,4.0,217893.0,142665.0,28.32
OP-00287,2026-08-11,Metropolitana,Ejecutivo,Equipamiento,Completada,1.0,150457.0,111729.0,15.76
OP-00288,2026-08-04,Metropolitana,Web,Equipamiento,Completada,3.0,590553.0,448838.0,12.42
OP-00289,2026-01-18,La Araucanía,Ejecutivo,Insumos,Completada,5.0,250629.0,180707.0,16.56
OP-00290,2026-07-18,Metropolitana,Ejecutivo,Servicios,Cancelada,1.0,91334.0,51868.0,19.15
OP-00291,2026-02-08,La Araucanía,Web,Repuestos,Cancelada,4.0,573248.0,495490.0,49.95
OP-00292,2026-06-25,Biobío,Web,Insumos,Cancelada,5.0,214419.0,140464.0,14.76
OP-00293,2026-01-23,Metropolitana,Web,Servicios,Completada,52.0,2382289.0,1343214.0,14.91
OP-00294,2026-03-30,Valparaíso,Marketplace,Equipamiento,Completada,7.0,1116463.0,806626.0,20.53
OP-00295,2026-05-09,Maule,Ejecutivo,Insumos,Completada,6.0,353933.0,228487.0,11.86
OP-00296,2026-07-21,Metropolitana,Ejecutivo,Insumos,Completada,6.0,320510.0,210976.0,16.75
OP-00297,2026-03-25,Metropolitana,Ejecutivo,Insumos,Completada,3.0,170431.0,118957.0,18.05
OP-00298,2026-06-01,Metropolitana,Ejecutivo,Servicios,Completada,2.0,232324.0,135477.0,19.01
OP-00299,2026-03-07,Metropolitana,Web,Insumos,Completada,2.0,102611.0,73466.0,10.18
OP-00300,2026-04-24,Biobío,Ejecutivo,Equipamiento,Completada,2.0,284933.0,215540.0,16.65
OP-00301,2026-01-03,Biobío,Ejecutivo,Repuestos,Completada,4.0,,263100.0,18.78
OP-00302,2026-06-03,Metropolitana,Web,Servicios,Completada,1.0,60107.0,34965.0,11.09
OP-00303,2026-06-03,Valparaíso,Ejecutivo,Insumos,Completada,3.0,,73276.0,21.72
OP-00304,2026-06-16,Metropolitana,Teléfono,Equipamiento,Completada,6.0,847032.0,595073.0,22.76
OP-00305,2026-02-10,Antofagasta,Web,Insumos,Completada,3.0,141220.0,98983.0,11.95
OP-00306,2026-06-25,Maule,Web,Insumos,Pendiente,3.0,238336.0,158606.0,16.66
OP-00307,2026-04-11,La Araucanía,Web,Equipamiento,Pendiente,1.0,160127.0,119568.0,27.95
OP-00308,2026-08-06,Metropolitana,Web,Equipamiento,Completada,2.0,510750.0,376730.0,5.9
OP-00309,2026-02-06,La Araucanía,Ejecutivo,Servicios,Completada,2.0,242821.0,148958.0,21.97
OP-00310,2026-05-10,Metropolitana,Web,Repuestos,Pendiente,7.0,878829.0,756526.0,24.2
OP-00311,2026-01-02,Metropolitana,Web,Servicios,Completada,5.0,441013.0,259944.0,9.97
OP-00312,2026-04-04,Maule,Web,Insumos,Completada,4.0,168548.0,110810.0,15.1
OP-00313,2026-04-06,Biobío,Teléfono,Servicios,Completada,4.0,393820.0,227979.0,17.51
OP-00314,2026-01-07,Antofagasta,Web,Insumos,Completada,5.0,263606.0,180096.0,9.97
OP-00315,2026-06-01,Biobío,Web,Servicios,Cancelada,3.0,249976.0,145757.0,14.68
OP-00316,2026-01-14,Metropolitana,Web,Repuestos,Cancelada,4.0,692569.0,580329.0,37.77
OP-00317,2026-08-17,Metropolitana,Web,Insumos,Completada,3.0,137703.0,100510.0,6.39
OP-00318,2026-06-11,Metropolitana,Teléfono,Insumos,Completada,5.0,303001.0,205771.0,17.3
OP-00319,2026-08-29,Maule,Web,Equipamiento,Completada,2.0,263507.0,185284.0,9.93
OP-00320,2026-03-02,Metropolitana,Marketplace,Insumos,Completada,4.0,120430.0,84978.0,17.7
OP-00321,2026-03-31,Biobío,Teléfono,Insumos,Completada,4.0,171758.0,118271.0,20.84
OP-00322,2026-08-07,Metropolitana,Web,Servicios,Completada,7.0,694815.0,397573.0,14.32
OP-00323,2026-07-03,Valparaíso,Web,Repuestos,Completada,6.0,895508.0,,17.83
OP-00324,2026-06-21,Valparaíso,Ejecutivo,Insumos,Completada,4.0,342797.0,226297.0,27.81
OP-00325,2026-04-07,La Araucanía,Marketplace,Insumos,Completada,7.0,473551.0,350827.0,42.55
OP-00326,2026-08-09,Antofagasta,Web,Servicios,Completada,2.0,197501.0,116770.0,14.88
OP-00327,2026-01-05,Metropolitana,Web,Insumos,Completada,8.0,504764.0,368676.0,15.68
OP-00328,2026-03-06,Valparaíso,Marketplace,Equipamiento,Completada,3.0,654196.0,482763.0,21.98
OP-00329,2026-07-12,Metropolitana,Marketplace,Insumos,Completada,6.0,253945.0,179679.0,8.94
OP-00330,2026-05-17,Metropolitana,Web,Servicios,Completada,1.0,68474.0,38021.0,10.29
OP-00331,2026-08-21,La Araucanía,Ejecutivo,Insumos,Completada,5.0,244613.0,171072.0,29.98
OP-00332,2026-04-19,Metropolitana,Teléfono,Servicios,Completada,2.0,168680.0,96409.0,21.83
OP-00333,2026-05-24,Metropolitana,Web,Insumos,Completada,3.0,115648.0,81505.0,13.72
OP-00334,2026-05-03,Valparaíso,Marketplace,Servicios,Completada,4.0,398638.0,254403.0,16.6
OP-00335,2026-08-10,Antofagasta,Ejecutivo,Repuestos,Pendiente,5.0,570789.0,452843.0,14.47
OP-00336,2026-06-10,Valparaíso,Ejecutivo,Servicios,Cancelada,3.0,,116081.0,17.15
OP-00337,2026-05-01,Metropolitana,Marketplace,Insumos,Completada,2.0,117221.0,82573.0,12.63
OP-00338,2026-06-03,Metropolitana,Web,Servicios,Completada,2.0,154813.0,98500.0,16.46
OP-00339,2026-07-18,La Araucanía,Marketplace,Repuestos,Cancelada,6.0,841778.0,722158.0,39.47
OP-00340,2026-03-22,Metropolitana,Web,Insumos,Pendiente,2.0,185051.0,126900.0,13.84
OP-00341,2026-03-19,Metropolitana,Ejecutivo,Insumos,Completada,5.0,264958.0,181457.0,10.42
OP-00342,2026-08-15,Metropolitana,Marketplace,Servicios,Cancelada,5.0,293952.0,181142.0,16.34
OP-00343,2026-08-17,Biobío,Ejecutivo,Servicios,Completada,7.0,709447.0,410929.0,11.13
OP-00344,2026-05-29,La Araucanía,Ejecutivo,Insumos,Completada,5.0,254280.0,189288.0,31.02
OP-00345,2026-08-10,Antofagasta,Teléfono,Insumos,Completada,4.0,162193.0,115590.0,18.45
OP-00346,2026-08-02,Metropolitana,Ejecutivo,Servicios,Completada,3.0,181013.0,108944.0,18.34
OP-00347,2026-02-18,Biobío,Web,Equipamiento,Completada,6.0,1209772.0,916615.0,15.12
OP-00348,2026-06-12,La Araucanía,Marketplace,Equipamiento,Completada,3.0,556552.0,451392.0,33.85
OP-00349,2026-04-11,Metropolitana,Web,Equipamiento,Cancelada,8.0,1397872.0,1032156.0,10.71
OP-00350,2026-02-08,Valparaíso,Marketplace,Servicios,Completada,7.0,673513.0,411279.0,16.27
OP-00351,2026-06-22,Metropolitana,Ejecutivo,,Completada,5.0,287285.0,,10.09
OP-00352,2026-05-24,Metropolitana,Marketplace,Equipamiento,Completada,4.0,829393.0,608366.0,16.5
OP-00353,2026-06-20,Metropolitana,Marketplace,Equipamiento,Completada,1.0,163803.0,115878.0,8.0
OP-00354,2026-05-25,Antofagasta,Web,Servicios,Completada,5.0,491486.0,281749.0,14.28
OP-00355,2026-05-26,Maule,Marketplace,Servicios,Completada,1.0,96251.0,57874.0,10.83
OP-00356,2026-02-22,Metropolitana,Ejecutivo,Insumos,Completada,6.0,200173.0,135841.0,5.83
OP-00357,2026-04-12,Biobío,Web,Equipamiento,Completada,4.0,924436.0,690102.0,29.92
OP-00358,2026-04-23,Antofagasta,Ejecutivo,Equipamiento,Completada,8.0,,1080284.0,9.46
OP-00359,2026-03-11,Valparaíso,Web,Equipamiento,Completada,3.0,359700.0,260277.0,13.37
OP-00360,2026-03-15,Metropolitana,Ejecutivo,Servicios,Completada,8.0,601584.0,,13.08
OP-00361,2026-08-13,Antofagasta,Ejecutivo,Equipamiento,Completada,2.0,412854.0,292015.0,21.86
OP-00362,2026-04-07,La Araucanía,Web,Insumos,Completada,6.0,382878.0,273944.0,35.16
OP-00363,2026-03-23,Biobío,Ejecutivo,Equipamiento,Completada,4.0,841896.0,611586.0,13.06
OP-00364,2026-06-02,Metropolitana,Web,Equipamiento,Completada,6.0,1100259.0,797498.0,16.25
OP-00365,2026-08-10,Biobío,,Servicios,Completada,4.0,410661.0,254317.0,17.38
OP-00366,2026-06-17,Antofagasta,Ejecutivo,Insumos,Completada,4.0,1616972.0,1138071.0,14.23
OP-00367,2026-05-23,Metropolitana,Web,Insumos,Completada,5.0,265717.0,177936.0,9.72
OP-00368,2026-04-27,Metropolitana,Web,Repuestos,Completada,5.0,448165.0,364203.0,8.61
OP-00369,2026-01-10,Valparaíso,Ejecutivo,Servicios,Completada,5.0,515720.0,298109.0,12.38
OP-00370,2026-01-03,La Araucanía,,Servicios,Completada,8.0,758383.0,485632.0,28.75
OP-00371,2026-04-01,Valparaíso,,Equipamiento,Completada,8.0,1962507.0,1392094.0,10.19
OP-00372,2026-03-31,Biobío,Ejecutivo,Equipamiento,Completada,3.0,465949.0,321271.0,10.84
OP-00373,2026-04-13,Metropolitana,Ejecutivo,Insumos,Completada,5.0,179462.0,123670.0,15.57
OP-00374,2026-04-20,Antofagasta,Teléfono,Equipamiento,Completada,3.0,530494.0,384877.0,8.91
OP-00375,2026-06-04,La Araucanía,Ejecutivo,Insumos,Cancelada,8.0,401975.0,273037.0,24.95
OP-00376,2026-06-27,Biobío,Web,Insumos,Cancelada,3.0,159593.0,104796.0,17.29
OP-00377,2026-05-10,La Araucanía,Teléfono,Servicios,Completada,3.0,195146.0,115673.0,30.56
OP-00378,2026-06-06,Metropolitana,Web,Servicios,Completada,3.0,291158.0,153538.0,21.79
OP-00379,2026-03-05,Maule,Ejecutivo,Insumos,Completada,4.0,216462.0,148025.0,31.51
OP-00380,2026-07-27,Metropolitana,Web,Insumos,Completada,5.0,251392.0,171255.0,33.75
OP-00381,2026-06-19,Metropolitana,Web,Servicios,Completada,7.0,623274.0,,17.22
OP-00382,2026-02-28,Metropolitana,Ejecutivo,Equipamiento,Completada,4.0,727339.0,512067.0,16.17
OP-00383,2026-08-09,Maule,Ejecutivo,Servicios,Completada,4.0,489041.0,297798.0,7.74
OP-00384,2026-05-21,Valparaíso,Ejecutivo,Equipamiento,Completada,2.0,283355.0,207333.0,24.76
OP-00385,2026-03-14,Biobío,Ejecutivo,Servicios,Completada,5.0,357203.0,211760.0,23.91
OP-00386,2026-01-09,Valparaíso,Web,Servicios,Completada,1.0,102928.0,59277.0,21.55
OP-00387,2026-05-27,Metropolitana,Web,Insumos,Completada,2.0,108532.0,71025.0,24.69
OP-00388,2026-08-12,Biobío,Ejecutivo,Servicios,Completada,3.0,266988.0,151085.0,24.55
OP-00389,2026-07-17,Metropolitana,Web,Repuestos,Completada,2.0,306995.0,255522.0,24.12
OP-00390,2026-07-11,Metropolitana,Web,Insumos,Completada,5.0,329433.0,211562.0,22.69
OP-00391,2026-04-17,Metropolitana,Web,Servicios,Completada,5.0,603057.0,315684.0,13.53
OP-00392,2026-08-02,Maule,Ejecutivo,Equipamiento,Completada,7.0,1069820.0,742571.0,10.97
OP-00393,2026-05-29,Metropolitana,Web,Insumos,Completada,6.0,350547.0,229631.0,33.54
OP-00394,2026-04-16,Antofagasta,Teléfono,Repuestos,Cancelada,5.0,837432.0,,14.78
OP-00395,2026-01-10,Biobío,Web,Equipamiento,Completada,7.0,896671.0,688969.0,15.5
OP-00396,2026-08-05,Biobío,Web,Insumos,Completada,2.0,82306.0,58100.0,16.58
OP-00397,2026-08-26,Metropolitana,Marketplace,Insumos,Completada,4.0,165760.0,113966.0,10.57
OP-00398,2026-07-06,Metropolitana,Ejecutivo,Equipamiento,Completada,8.0,1291139.0,930247.0,11.91
OP-00399,2026-04-08,Metropolitana,Marketplace,Repuestos,Completada,6.0,829699.0,710339.0,13.53
OP-00400,2026-05-03,Valparaíso,Web,Insumos,Completada,7.0,286653.0,192465.0,23.6
OP-00401,2026-04-03,Metropolitana,Ejecutivo,Insumos,Completada,4.0,249229.0,170340.0,17.68
OP-00402,2026-02-23,Antofagasta,Marketplace,Equipamiento,Completada,6.0,721896.0,537025.0,21.18
OP-00403,2026-04-01,Valparaíso,Marketplace,Repuestos,Cancelada,5.0,1001228.0,885561.0,13.69
OP-00404,2026-02-03,Metropolitana,Ejecutivo,Repuestos,Completada,4.0,505719.0,427256.0,16.99
OP-00405,2026-07-25,Metropolitana,Ejecutivo,Servicios,Completada,2.0,147593.0,89750.0,13.17
OP-00406,2026-02-10,Antofagasta,Web,Servicios,Completada,4.0,320422.0,180978.0,10.8
OP-00407,2026-08-18,Metropolitana,Web,Equipamiento,Completada,1.0,201261.0,142007.0,19.02
OP-00408,2026-06-02,Biobío,Ejecutivo,Repuestos,Cancelada,5.0,447884.0,380786.0,18.46
OP-00409,2026-06-30,Metropolitana,Marketplace,Insumos,Completada,7.0,344730.0,227154.0,23.96
OP-00410,2026-02-18,Metropolitana,Web,Servicios,Completada,7.0,379157.0,219860.0,13.56
OP-00411,2026-03-08,Metropolitana,Teléfono,Insumos,Completada,2.0,104880.0,68789.0,16.81
OP-00412,2026-01-24,Maule,Web,Insumos,Completada,7.0,382168.0,254708.0,11.64
OP-00413,2026-03-14,Valparaíso,Teléfono,Insumos,Completada,3.0,109048.0,76789.0,25.76
OP-00414,2026-02-18,Metropolitana,Web,Servicios,Completada,1.0,144538.0,79730.0,22.48
OP-00415,2026-05-18,Valparaíso,Ejecutivo,Equipamiento,Completada,6.0,1231112.0,885471.0,22.32
OP-00416,2026-06-07,Metropolitana,Web,Insumos,Completada,9.0,410319.0,277199.0,13.74
OP-00417,2026-05-30,Metropolitana,Web,Servicios,Completada,2.0,155711.0,89685.0,20.82
OP-00418,2026-07-09,Metropolitana,Ejecutivo,Equipamiento,Completada,8.0,1555011.0,1154527.0,23.84
OP-00419,2026-07-30,Biobío,Web,Equipamiento,Completada,3.0,613998.0,463081.0,15.52
OP-00420,2026-06-19,Biobío,Web,Insumos,Completada,2.0,,70612.0,30.28
OP-00421,2026-08-25,Valparaíso,Ejecutivo,Equipamiento,Completada,6.0,1354554.0,973355.0,16.53
OP-00422,2026-04-02,Maule,Ejecutivo,Insumos,Completada,4.0,158064.0,105935.0,224.84
OP-00423,2026-06-14,Maule,Web,Repuestos,Completada,5.0,588249.0,501420.0,37.56
OP-00424,2026-03-13,Metropolitana,Ejecutivo,Insumos,Completada,3.0,140957.0,95274.0,13.73
OP-00425,2026-03-08,La Araucanía,Web,Equipamiento,Completada,3.0,333553.0,244220.0,15.89
OP-00426,2026-05-10,Metropolitana,Ejecutivo,Equipamiento,Completada,3.0,361405.0,251549.0,8.29
OP-00427,2026-05-12,Metropolitana,Ejecutivo,Servicios,Completada,4.0,298680.0,178627.0,15.9
OP-00428,2026-04-28,Metropolitana,Teléfono,Servicios,Completada,3.0,275086.0,159684.0,21.36
OP-00429,2026-08-02,Metropolitana,Ejecutivo,Servicios,Completada,7.0,549547.0,325083.0,13.44
OP-00430,2026-06-13,La Araucanía,Marketplace,Equipamiento,Cancelada,5.0,801925.0,639972.0,22.92
OP-00431,2026-08-27,Metropolitana,Ejecutivo,Equipamiento,Completada,3.0,380511.0,275803.0,16.1
OP-00432,2026-01-05,Valparaíso,Web,Equipamiento,Completada,4.0,741221.0,538116.0,13.86
OP-00433,2026-05-08,Metropolitana,Web,Insumos,Completada,3.0,154375.0,104957.0,96.92
OP-00434,2026-03-25,La Araucanía,Web,Servicios,Completada,8.0,607781.0,374434.0,23.18
OP-00435,2026-05-21,Valparaíso,Web,Insumos,Completada,5.0,183313.0,125293.0,17.7
OP-00436,2026-03-09,La Araucanía,Ejecutivo,Repuestos,Pendiente,5.0,453075.0,398237.0,27.33
OP-00437,2026-01-29,Metropolitana,Web,Insumos,Completada,1.0,49138.0,32199.0,17.93
OP-00438,2026-08-07,Valparaíso,Ejecutivo,Insumos,Completada,5.0,204834.0,137956.0,24.82
OP-00439,2026-03-29,Valparaíso,Ejecutivo,Servicios,Completada,2.0,193981.0,110522.0,11.24
OP-00440,2026-01-21,Metropolitana,Web,Servicios,Completada,4.0,391115.0,246597.0,11.24
OP-00441,2026-07-04,Maule,Web,Equipamiento,Completada,3.0,655192.0,490886.0,25.88
OP-00442,2026-06-02,La Araucanía,Web,Insumos,Cancelada,2.0,98806.0,70046.0,22.04
OP-00443,2026-05-16,Metropolitana,Ejecutivo,Servicios,Completada,3.0,278610.0,153403.0,24.51
OP-00444,2026-03-09,Metropolitana,Web,Insumos,Pendiente,3.0,151558.0,109066.0,21.01
OP-00445,2026-06-07,Maule,Ejecutivo,Insumos,Completada,5.0,320958.0,220372.0,14.99
OP-00446,2026-04-05,Valparaíso,Ejecutivo,Insumos,Completada,7.0,349813.0,244181.0,16.86
OP-00447,2026-03-26,Metropolitana,Marketplace,Servicios,Completada,1.0,95316.0,59388.0,13.65
OP-00448,2026-02-11,Metropolitana,Web,Equipamiento,Pendiente,4.0,957620.0,675049.0,12.71
OP-00449,2026-01-04,Valparaíso,,Insumos,Completada,1.0,37822.0,26517.0,15.77
OP-00450,2026-04-06,Valparaíso,Marketplace,Repuestos,Pendiente,5.0,470922.0,399925.0,18.29
OP-00451,2026-01-06,Metropolitana,Ejecutivo,Equipamiento,Completada,3.0,529637.0,385296.0,9.69
OP-00452,2026-01-17,Metropolitana,Web,Equipamiento,Completada,2.0,410846.0,291295.0,14.29
OP-00453,2026-04-24,Valparaíso,Ejecutivo,Insumos,Completada,6.0,308125.0,213309.0,29.58
OP-00454,2026-04-26,Valparaíso,Web,,Completada,4.0,303311.0,206321.0,11.48
OP-00455,2026-05-02,Metropolitana,Ejecutivo,Repuestos,Completada,3.0,471849.0,365789.0,22.52
OP-00456,2026-08-09,Antofagasta,Ejecutivo,Servicios,Cancelada,2.0,153000.0,86198.0,15.06
OP-00457,2026-05-17,Biobío,Web,Insumos,Completada,2.0,144463.0,99610.0,23.11
OP-00458,2026-02-13,Valparaíso,Teléfono,Insumos,Completada,3.0,132210.0,87753.0,14.51
OP-00459,2026-05-23,Biobío,Web,Repuestos,Completada,5.0,735139.0,594457.0,21.81
OP-00460,2026-08-21,Maule,Ejecutivo,Servicios,Completada,2.0,116034.0,71136.0,21.13
OP-00461,2026-04-06,Antofagasta,Web,Servicios,Completada,2.0,191123.0,111274.0,22.83
OP-00462,2026-08-10,La Araucanía,Ejecutivo,Insumos,Completada,4.0,229809.0,156937.0,14.25
OP-00463,2026-05-12,Metropolitana,Marketplace,Insumos,Completada,6.0,356436.0,250917.0,20.6
OP-00464,2026-04-24,Metropolitana,Web,Servicios,Completada,1.0,,52197.0,24.18
OP-00465,2026-04-27,Maule,Web,Insumos,Completada,4.0,202324.0,131868.0,14.4
OP-00466,2026-08-20,Metropolitana,Web,Servicios,Completada,4.0,361605.0,227135.0,14.49
OP-00467,2026-08-30,Metropolitana,Web,Equipamiento,Completada,3.0,414150.0,292784.0,13.43
OP-00468,2026-05-29,Metropolitana,Marketplace,Servicios,Completada,1.0,68193.0,42254.0,24.79
OP-00469,2026-02-09,Valparaíso,Ejecutivo,Equipamiento,Completada,6.0,1481049.0,1072491.0,26.97
OP-00470,2026-08-30,Metropolitana,Web,Equipamiento,Completada,7.0,992214.0,706861.0,9.67
OP-00471,2026-03-12,Metropolitana,Web,Equipamiento,Completada,6.0,940033.0,641330.0,11.99
OP-00472,2026-08-28,Metropolitana,Marketplace,Equipamiento,Pendiente,4.0,817409.0,609398.0,11.45
OP-00473,2026-05-28,Valparaíso,Marketplace,Servicios,Completada,3.0,364870.0,235027.0,9.44
OP-00474,2026-03-11,Metropolitana,Marketplace,Equipamiento,Completada,5.0,865199.0,600696.0,19.73
OP-00475,2026-02-03,Metropolitana,Marketplace,Insumos,Cancelada,2.0,131369.0,95363.0,12.78
OP-00476,2026-07-09,Metropolitana,,Insumos,Completada,4.0,232747.0,158707.0,19.76
OP-00477,2026-08-28,Biobío,Web,Servicios,Completada,5.0,459118.0,273296.0,16.96
OP-00478,2026-08-08,Metropolitana,Marketplace,Equipamiento,Completada,9.0,1792810.0,1297147.0,11.5
OP-00479,2026-05-25,Maule,Web,Equipamiento,Pendiente,2.0,287364.0,202158.0,48.59
OP-00480,2026-03-11,Metropolitana,Web,Equipamiento,Completada,2.0,410350.0,291762.0,12.92
OP-00481,2026-07-07,Antofagasta,Web,Insumos,Completada,3.0,165694.0,111898.0,25.16
OP-00482,2026-02-24,Valparaíso,Web,Equipamiento,Completada,2.0,347985.0,246418.0,15.67
OP-00483,2026-05-28,Metropolitana,Web,Insumos,Pendiente,2.0,92356.0,63859.0,9.12
OP-00484,2026-05-03,Antofagasta,Web,Equipamiento,Completada,4.0,768256.0,543893.0,12.15
OP-00485,2026-07-01,Metropolitana,Web,Insumos,Completada,5.0,277589.0,184929.0,10.61
OP-00486,2026-01-27,Maule,Ejecutivo,Equipamiento,Completada,3.0,454848.0,317169.0,22.37
OP-00487,2026-07-30,Valparaíso,Web,Insumos,Completada,5.0,299882.0,201271.0,22.22
OP-00488,2026-04-11,Metropolitana,Web,Equipamiento,Completada,3.0,686480.0,502202.0,20.46
OP-00489,2026-08-17,Metropolitana,Marketplace,Equipamiento,Completada,1.0,176578.0,131700.0,13.54
OP-00490,2026-07-18,Antofagasta,Ejecutivo,Insumos,Completada,4.0,210773.0,150761.0,28.69
OP-00491,2026-06-26,Metropolitana,Ejecutivo,Equipamiento,Completada,3.0,598352.0,407316.0,18.11
OP-00492,2026-05-23,Metropolitana,Teléfono,Insumos,Completada,6.0,259714.0,185725.0,6.44
OP-00493,2026-05-05,Valparaíso,Ejecutivo,Servicios,Completada,7.0,394689.0,233720.0,14.88
OP-00494,2026-05-08,Metropolitana,Web,Equipamiento,Completada,5.0,920458.0,657361.0,19.55
OP-00495,2026-06-09,Metropolitana,Teléfono,Insumos,Completada,3.0,181164.0,122344.0,8.08
OP-00496,2026-06-12,Maule,Ejecutivo,Equipamiento,Completada,5.0,609477.0,421988.0,22.68
OP-00497,2026-03-14,Valparaíso,Teléfono,Servicios,Completada,3.0,204335.0,118668.0,9.78
OP-00498,2026-03-17,Biobío,Teléfono,Insumos,Completada,4.0,188207.0,122642.0,7.18
OP-00499,2026-07-17,Biobío,Ejecutivo,Equipamiento,Completada,3.0,336974.0,235703.0,31.0
OP-00500,2026-03-16,Metropolitana,Web,Insumos,Completada,1.0,83151.0,55733.0,22.06
OP-00501,2026-05-17,Valparaíso,Ejecutivo,Servicios,Cancelada,5.0,294482.0,159851.0,16.24
OP-00502,2026-01-28,Metropolitana,Teléfono,Repuestos,Completada,5.0,557408.0,444521.0,22.7
OP-00503,2026-01-01,Metropolitana,,Servicios,Completada,7.0,744073.0,430666.0,13.7
OP-00504,2026-03-20,Metropolitana,Teléfono,Insumos,Completada,3.0,146363.0,98296.0,13.26
OP-00505,2026-06-26,Antofagasta,Ejecutivo,Insumos,Cancelada,1.0,36259.0,24021.0,20.26
OP-00506,2026-01-05,Metropolitana,Web,Repuestos,Completada,6.0,665990.0,535578.0,18.93
OP-00507,2026-08-27,Metropolitana,Ejecutivo,Repuestos,Completada,2.0,221211.0,180728.0,10.16
OP-00508,2026-06-30,Metropolitana,Marketplace,Insumos,Completada,3.0,125659.0,89405.0,30.78
OP-00509,2026-03-16,Valparaíso,Web,Insumos,Cancelada,3.0,113241.0,76273.0,15.96
OP-00510,2026-01-19,Metropolitana,Web,Insumos,Completada,6.0,264939.0,181777.0,10.03
OP-00511,2026-03-15,Metropolitana,Teléfono,Servicios,Completada,1.0,99685.0,59380.0,16.64
OP-00512,2026-08-27,Metropolitana,Web,Equipamiento,Completada,1.0,200632.0,151556.0,12.92
OP-00513,2026-04-25,Maule,Web,Servicios,Completada,1.0,95417.0,54866.0,13.56
OP-00514,2026-08-25,Metropolitana,Web,Equipamiento,Completada,8.0,1173283.0,854564.0,9.65
OP-00515,2026-06-03,Antofagasta,Web,Equipamiento,Completada,5.0,717938.0,529697.0,14.77
OP-00516,2026-06-09,Metropolitana,Web,Insumos,Completada,1.0,60812.0,43168.0,13.98
OP-00517,2026-06-26,Metropolitana,Ejecutivo,Repuestos,Completada,5.0,857841.0,723398.0,20.51
OP-00518,2026-05-05,Metropolitana,Web,Insumos,Completada,3.0,164648.0,114478.0,38.59
OP-00519,2026-08-07,Biobío,,Servicios,Completada,1.0,109052.0,64388.0,12.93
OP-00520,2026-01-28,Metropolitana,Ejecutivo,Equipamiento,Completada,3.0,494183.0,366733.0,13.97
OP-00521,2026-07-31,Metropolitana,,Repuestos,Completada,2.0,220781.0,187736.0,19.53
OP-00522,2026-07-12,Metropolitana,Web,Repuestos,Cancelada,4.0,588382.0,476497.0,18.41
OP-00523,2026-08-03,Metropolitana,Web,Servicios,Completada,1.0,76789.0,45397.0,10.65
OP-00524,2026-02-08,Metropolitana,Marketplace,Insumos,Completada,5.0,250124.0,173599.0,28.3
OP-00525,2026-07-30,Metropolitana,Web,Equipamiento,Completada,3.0,594567.0,428130.0,17.13
OP-00526,2026-03-09,Antofagasta,Ejecutivo,Insumos,Completada,6.0,286391.0,198296.0,13.94
OP-00527,2026-03-16,Biobío,Marketplace,Insumos,Completada,6.0,457584.0,319293.0,26.26
OP-00528,2026-05-06,Antofagasta,Ejecutivo,Insumos,Completada,2.0,131873.0,89858.0,9.15
OP-00529,2026-03-30,Metropolitana,Ejecutivo,Servicios,Completada,3.0,343527.0,213536.0,27.33
